time,weather_code (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
8/9/21,53,88.6,80.5,84.2,96.7,88.8,92.3,2021-08-09T05:51,2021-08-09T19:01,47391.38,44603.3,1.1,1.1,0,3,10.4,20.8,102,21.47,4.93
8/10/21,51,87.7,80.9,84.1,96.5,88.8,91.8,2021-08-10T05:51,2021-08-10T19:00,47316.45,43924.54,1.3,1.3,0,7,10.3,24.4,92,21.39,5.02
8/11/21,63,86.1,78.1,82.4,95.8,84.3,89.1,2021-08-11T05:52,2021-08-11T18:59,47240.94,37963.18,4.6,4.6,0,4,12.5,23.9,70,20.52,4.8
8/12/21,63,89.7,77,82.8,96.4,81.7,88.5,2021-08-12T05:52,2021-08-12T18:58,47164.91,42463.13,15.8,15.8,0,13,15.3,29.8,68,21.97,5.33
8/13/21,55,84.5,78.8,81.4,91.6,85,87.9,2021-08-13T05:53,2021-08-13T18:57,47088.44,30336.86,3.9,3.9,0,12,16.6,31.1,79,15.66,3.51
8/14/21,61,85.3,78.3,81.1,90.5,83.9,87,2021-08-14T05:53,2021-08-14T18:57,47011.57,21714.88,9.4,9.4,0,16,18.5,35.3,122,15.96,3.77
8/15/21,51,85.5,78.9,82.2,90.3,84.4,88.4,2021-08-15T05:54,2021-08-15T18:56,46934.39,11229.76,1.2,1.2,0,6,11.9,23.7,121,9.95,3.14
8/16/21,53,87.9,79.5,83.8,99.1,88.1,93.1,2021-08-16T05:54,2021-08-16T18:55,46856.73,42873.62,1.9,1.9,0,6,9.9,21.9,155,23.78,5.12
8/17/21,53,88.3,80.6,83.8,98.6,89.7,92.9,2021-08-17T05:54,2021-08-17T18:54,46778.06,43086.09,1.7,1.7,0,8,11.7,23,109,22.13,4.78
8/18/21,51,88.8,81.9,85.2,96.9,89.2,92.6,2021-08-18T05:55,2021-08-18T18:53,46698.41,43757.24,0.2,0.2,0,2,13.3,26.8,110,24.63,5.76
8/19/21,51,87.5,80.2,83.8,98.3,88.1,92.5,2021-08-19T05:55,2021-08-19T18:52,46617.86,43602.02,0.4,0.4,0,2,8.5,18.8,88,23.23,5.03
8/20/21,51,89.8,75.3,83.4,98.2,84.6,91.5,2021-08-20T05:56,2021-08-20T18:51,46536.48,43259.17,0.1,0.1,0,1,9.2,21,159,24.79,5.58
8/21/21,3,89.8,77.7,84.8,98.1,87.7,93.1,2021-08-21T05:56,2021-08-21T18:50,46454.33,43300.46,0,0,0,0,10.3,22.8,154,24.91,5.7
8/22/21,51,90.1,79.1,84.9,99.6,88.4,94.3,2021-08-22T05:57,2021-08-22T18:49,46371.48,42287.55,1,1,0,7,9,19.9,126,22.69,5.03
8/23/21,51,90.2,81.2,85.4,99.2,90.9,94.5,2021-08-23T05:57,2021-08-23T18:49,46287.99,40394.2,1,1,0,10,9.8,22.4,123,21.45,4.97
8/24/21,53,89.9,82,85.8,95.5,90.3,92.7,2021-08-24T05:57,2021-08-24T18:48,46203.94,41578.51,1.2,1.2,0,4,14.7,29.1,122,23.26,5.78
8/25/21,55,87.4,77.5,82.4,93.5,80.3,87.4,2021-08-25T05:58,2021-08-25T18:47,46119.37,41332.36,3.8,3.8,0,12,20,40.7,68,21.39,5.13
8/26/21,61,87.9,77.2,82.4,94.7,83.4,89.3,2021-08-26T05:58,2021-08-26T18:46,46034.36,37942.7,5.4,5.4,0,10,14.2,26.2,95,21.72,4.95
8/27/21,61,87.3,80.1,84.2,94.3,86.5,89.9,2021-08-27T05:59,2021-08-27T18:45,45948.97,37606.2,1.9,1.9,0,6,15,29.1,105,22.42,5.64
8/28/21,51,88.2,81.9,84.5,95.8,87,91.3,2021-08-28T05:59,2021-08-28T18:44,45863.25,39283.95,0.2,0.2,0,2,14.1,26.4,130,21.19,5.18
8/29/21,51,86.4,76.7,81.9,96.1,86.3,90.6,2021-08-29T06:00,2021-08-29T18:42,45777.28,39410.47,0.8,0.8,0,6,9,19.9,98,22.23,4.69
8/30/21,61,87.7,76.6,81,98.6,84.8,90.6,2021-08-30T06:00,2021-08-30T18:41,45691.09,41860.35,4.1,4.1,0,9,6.8,17.9,77,22.95,4.72
8/31/21,53,88.7,77.5,81.7,100.1,87.1,91.5,2021-08-31T06:00,2021-08-31T18:40,45604.76,42017.36,2.2,2.2,0,8,8.2,19.7,189,21.65,4.42
9/1/21,51,87.3,75.4,81.8,99.2,83.3,91.4,2021-09-01T06:01,2021-09-01T18:39,45518.34,40274.49,1.7,1.7,0,9,8.5,19.5,245,22.62,4.68
9/2/21,63,87.4,74.2,80,95.1,82.5,88.7,2021-09-02T06:01,2021-09-02T18:38,45431.89,25689.78,11.1,11.1,0,6,11.4,23.7,242,14.3,3.06
9/3/21,63,87.3,75.2,79.7,98.2,83.8,89.1,2021-09-03T06:02,2021-09-03T18:37,45345.46,32023.54,11.9,11.9,0,11,8.2,19.2,260,16.99,3.46
9/4/21,61,83.2,74.3,78.7,93.8,82.5,87.9,2021-09-04T06:02,2021-09-04T18:36,45259.11,37441.49,4,4,0,10,9.2,20.1,274,16.33,3.26
9/5/21,61,85.2,73.6,79.3,95.2,81.6,88.5,2021-09-05T06:02,2021-09-05T18:35,45172.68,41689.99,8.1,8.1,0,12,9.6,20.4,249,20.36,4.01
9/6/21,63,86.1,73.8,79.1,97.7,81.6,88.3,2021-09-06T06:03,2021-09-06T18:34,45085.62,38067.06,8.5,8.5,0,10,7.8,17.9,270,20.98,4.24
9/7/21,51,86.4,73.6,79.9,97.4,81.2,89.3,2021-09-07T06:03,2021-09-07T18:33,44997.97,35038.19,1.1,1.1,0,7,6.1,13.2,212,19.97,4.11
9/8/21,53,86.4,75.6,81.6,97.9,84.8,91.3,2021-09-08T06:04,2021-09-08T18:32,44909.77,34103.69,1.7,1.7,0,7,6.8,15.4,187,19.82,4.08
9/9/21,61,88.2,75.5,81.3,98.3,84.4,90.6,2021-09-09T06:04,2021-09-09T18:31,44821.09,41599.06,3.5,3.5,0,7,10.2,21.3,223,21.17,4.36
9/10/21,53,86.5,75.2,81.3,97.7,83.6,90.4,2021-09-10T06:04,2021-09-10T18:30,44731.99,41576.55,0.9,0.9,0,4,10,17,229,21.87,4.52
9/11/21,51,87.2,74.5,81.6,98,82.6,90.6,2021-09-11T06:05,2021-09-11T18:29,44642.53,41554.08,0.1,0.1,0,1,9.2,18.6,68,24.02,5.01
9/12/21,51,85.8,77.8,81.8,93.3,85.9,89.4,2021-09-12T06:05,2021-09-12T18:28,44552.76,32217.52,1.6,1.6,0,11,13.7,27.1,87,17.51,3.85
9/13/21,63,81.3,76.9,78.7,90.9,84.1,86.7,2021-09-13T06:06,2021-09-13T18:27,44462.75,4448.93,19.5,19.5,0,16,9,19.5,76,7.75,1.76
9/14/21,63,84.2,76.4,80.5,95.1,83.8,89.5,2021-09-14T06:06,2021-09-14T18:25,44372.54,40651.19,6.8,6.8,0,10,8.2,16.1,94,20.34,4.08
9/15/21,53,85.2,75.2,80,95.4,83.2,89,2021-09-15T06:06,2021-09-15T18:24,44282.2,41115.55,1.1,1.1,0,5,7.7,16.8,142,20.53,4.15
9/16/21,55,83.7,74.8,79.8,92.6,83.1,88.4,2021-09-16T06:07,2021-09-16T18:23,44191.79,39196.93,2.5,2.5,0,8,11.9,23.3,207,19.03,3.71
9/17/21,65,84.4,76.3,79.5,95.9,85.1,88.4,2021-09-17T06:07,2021-09-17T18:22,44101.34,23186.16,20.2,20.2,0,12,10,20.1,225,15.66,3.15
9/18/21,61,84.7,74.2,79,97.5,82.6,89.1,2021-09-18T06:07,2021-09-18T18:21,44010.93,26787.97,4.4,4.4,0,7,6.5,18.3,5,17.38,3.47
9/19/21,63,85.7,74.1,79.9,98.5,81.9,89.5,2021-09-19T06:08,2021-09-19T18:20,43920.61,37192.05,5.5,5.5,0,10,7.2,17,20,19.25,3.85
9/20/21,63,83.5,75.3,79.4,94.8,84.5,88.8,2021-09-20T06:08,2021-09-20T18:19,43830.44,20419.4,6.6,6.6,0,10,8.2,17.2,92,14.44,2.94
9/21/21,63,83.1,77.6,80,93.4,84.1,88.7,2021-09-21T06:09,2021-09-21T18:18,43740.46,12909.22,14,14,0,16,11,19.5,72,10.14,2.28
9/22/21,53,83.4,75.7,79.4,93.4,84.6,88.6,2021-09-22T06:09,2021-09-22T18:17,43650.73,25062.38,3.3,3.3,0,13,6.6,14.1,123,13.46,2.76
9/23/21,65,83.1,75.3,78.2,94.6,83.3,87.2,2021-09-23T06:09,2021-09-23T18:15,43561.31,29555.74,35.5,35.5,0,14,7.7,17.7,219,15.4,3.03
9/24/21,63,84.7,74.1,78.6,97.2,82.6,88.5,2021-09-24T06:10,2021-09-24T18:14,43472.25,29666.61,15.5,15.5,0,14,7.8,17.4,15,16.11,3.19
9/25/21,65,85.6,73.8,78.1,98.4,82,87.7,2021-09-25T06:10,2021-09-25T18:13,43383.39,28414.59,23.7,23.7,0,13,5.1,15.4,3,15.37,3.09
9/26/21,51,85.6,75.4,80,90.6,82,86.1,2021-09-26T06:11,2021-09-26T18:12,43294.14,40035.18,0.3,0.3,0,3,13.4,24.6,35,20.06,4.46
9/27/21,51,84.8,73.6,79.2,91.6,77.9,84.1,2021-09-27T06:11,2021-09-27T18:11,43204.54,40525,0.4,0.4,0,3,12.5,23,28,22.72,4.97
9/28/21,51,84.4,74.6,79.4,90.1,80.5,84.1,2021-09-28T06:12,2021-09-28T18:10,43114.64,40211.95,1,1,0,4,12.3,22.6,39,20.67,4.65
9/29/21,51,84.7,71.9,78.8,90.4,76.6,84.2,2021-09-29T06:12,2021-09-29T18:09,43024.51,40243.05,0.2,0.2,0,2,8.3,17.9,32,19.65,4.27
9/30/21,51,83.8,75.1,79.8,89.6,81.1,85.5,2021-09-30T06:12,2021-09-30T18:08,42934.2,39756.59,1.6,1.6,0,9,12.1,24.6,56,17.96,3.97
10/1/21,51,84.1,78.2,81.1,90.1,82.1,85.4,2021-10-01T06:13,2021-10-01T18:07,42843.77,39584.09,0.5,0.5,0,5,13.5,25.5,77,18.03,4.57
10/2/21,51,84.2,79.7,81.5,87.9,81.7,84,2021-10-02T06:13,2021-10-02T18:06,42753.29,39816.99,0.9,0.9,0,6,16.2,31.1,76,17.87,5.07
10/3/21,51,84.9,79.3,81.5,86.9,81.1,83.9,2021-10-03T06:14,2021-10-03T18:05,42662.81,39245.12,1,1,0,6,13.5,24.6,77,15.35,4.75
10/4/21,53,85.9,75.8,80.8,91.8,81.7,86.3,2021-10-04T06:14,2021-10-04T18:04,42572.41,39276.13,1.1,1.1,0,5,8.8,20.1,75,19.71,4.48
10/5/21,51,86.6,75.7,81.6,94,82.5,88.6,2021-10-05T06:15,2021-10-05T18:03,42482.13,39402.25,0.7,0.7,0,7,8.5,19.2,91,20.07,4.39
10/6/21,51,87.4,79.2,82.8,95.2,86.4,90.1,2021-10-06T06:15,2021-10-06T18:02,42392.05,38946.42,0.5,0.5,0,2,9.5,20.4,110,19.32,4.49
10/7/21,53,87.8,80.3,82.9,95.9,87.3,90.4,2021-10-07T06:15,2021-10-07T18:00,42302.21,33258.99,1.6,1.6,0,7,10.7,21.5,119,16.55,3.96
10/8/21,51,87.2,79.3,83.1,94.7,86.6,90.8,2021-10-08T06:16,2021-10-08T17:59,42212.7,33403.02,0.3,0.3,0,3,8.7,19,149,16.96,3.97
10/9/21,65,84.9,74.6,78,95.3,81.6,86.3,2021-10-09T06:16,2021-10-09T17:58,42123.57,26544.04,11,11,0,8,8.3,21.5,331,14.8,2.95
10/10/21,63,81.9,70.9,76.3,92.8,77.5,83.7,2021-10-10T06:17,2021-10-10T17:57,42034.87,37296.22,4.1,4.1,0,9,8.9,18.1,70,17.69,3.37
10/11/21,55,81.9,70.3,77,90.8,76.9,83.7,2021-10-11T06:17,2021-10-11T17:56,41946.69,38051.38,1.5,1.5,0,4,9.9,21.5,153,16.36,3.23
10/12/21,51,81.8,74,78.2,89.2,80.8,85,2021-10-12T06:18,2021-10-12T17:55,41859.08,38204.53,1,1,0,9,9.3,18.6,110,17.51,3.47
10/13/21,51,83.9,74.3,78.5,92.7,80.3,85.7,2021-10-13T06:18,2021-10-13T17:54,41772.11,38406.85,0.7,0.7,0,4,8.5,16.8,63,18.98,3.81
10/14/21,51,84.7,73,79,93.1,80.3,86.5,2021-10-14T06:19,2021-10-14T17:54,41685.84,38345.91,0.4,0.4,0,4,10,19.7,44,18.64,3.76
10/15/21,61,83.9,74.8,79.4,91.4,82.3,86.5,2021-10-15T06:19,2021-10-15T17:53,41600.11,37335.42,2.7,2.7,0,6,9.7,19,40,17.61,3.67
10/16/21,53,87.1,72.9,78.7,92.8,80.4,85.6,2021-10-16T06:20,2021-10-16T17:52,41514.27,38048.38,1.2,1.2,0,4,7.7,18.3,359,19.03,3.94
10/17/21,61,85.6,71.3,77.6,93.5,77.8,84.4,2021-10-17T06:20,2021-10-17T17:51,41428.34,37513.95,5.4,5.4,0,12,8.4,16.8,353,18.08,3.68
10/18/21,51,82.9,73.7,78.4,84.4,76.8,80.2,2021-10-18T06:21,2021-10-18T17:50,41342.41,37868.14,0.8,0.8,0,5,13.4,25.5,47,19.95,5.03
10/19/21,3,84.5,75.9,79.8,83.3,75.1,79,2021-10-19T06:21,2021-10-19T17:49,41256.55,36000,0,0,0,0,15.1,27.5,68,18.32,5.92
10/20/21,3,84.7,77.4,80.7,84.9,78,81.1,2021-10-20T06:22,2021-10-20T17:48,41170.82,36713.57,0,0,0,0,16,29.3,64,17.68,5.62
10/21/21,51,85.7,79.2,81.8,88.5,81.1,84.3,2021-10-21T06:23,2021-10-21T17:47,41085.29,37301.11,0.1,0.1,0,1,13.1,25.3,75,18.35,5.29
10/22/21,63,80.6,74.5,77.2,89.6,81.9,84.1,2021-10-22T06:23,2021-10-22T17:46,41000.05,17662.1,6.9,6.9,0,11,11.6,21,84,10.46,2.26
10/23/21,51,83.1,73.3,77.5,92.2,79.6,84.9,2021-10-23T06:24,2021-10-23T17:46,40915.16,34666.54,0.5,0.5,0,4,8.9,20.1,60,17.77,3.48
10/24/21,63,82.5,76,78.7,92.3,83.6,87.1,2021-10-24T06:24,2021-10-24T17:45,40830.69,25289.68,5.9,5.9,0,4,8.1,14.3,106,12.14,2.47
10/25/21,65,83.6,75.7,78.7,90.5,82,85.9,2021-10-25T06:25,2021-10-25T17:44,40746.73,13172.86,18.1,18.1,0,11,12.3,26.2,217,9.3,2.03
10/26/21,51,86.2,74.8,79.8,93.5,81.4,86.9,2021-10-26T06:25,2021-10-26T17:43,40663.35,36759.35,1.3,1.3,0,6,11,21.3,266,15.27,3.26
10/27/21,55,85.4,72.1,78.3,93.6,78.8,86.1,2021-10-27T06:26,2021-10-27T17:42,40580.63,31294.32,2.7,2.7,0,6,8.6,19.2,253,15.54,3.16
10/28/21,63,84.7,72.8,78.4,91.7,77.3,85.2,2021-10-28T06:27,2021-10-28T17:42,40498.65,13839.38,12,12,0,7,15.6,28.6,217,10.02,2.39
10/29/21,63,86.3,73.9,79.1,88.5,77.1,81.7,2021-10-29T06:27,2021-10-29T17:41,40417.49,36054.01,2.6,2.6,0,2,16.1,28.4,243,17.24,4.44
10/30/21,51,82.8,69.7,76.1,80.7,71.9,76.7,2021-10-30T06:28,2021-10-30T17:40,40337.23,36388.77,0.4,0.4,0,3,18.4,32.2,264,16.8,4.41
10/31/21,51,82,66,74.5,84.5,68.6,77.4,2021-10-31T06:28,2021-10-31T17:39,40257.96,36000,0.1,0.1,0,1,9.2,15.7,292,15.39,3.43
11/1/21,51,80.6,67.8,74.5,84.9,65.9,77,2021-11-01T06:29,2021-11-01T17:39,40179.75,36223.98,0.5,0.5,0,3,12.3,22.4,0,16.02,3.56
11/2/21,65,78.7,71.9,75.1,81.8,76.4,78.8,2021-11-02T06:30,2021-11-02T17:38,40102.71,12075.18,21.9,21.9,0,15,11.9,21.5,64,7.72,2.17
11/3/21,53,81.7,74.1,77.7,83.4,77.2,80.6,2021-11-03T06:30,2021-11-03T17:37,40026.9,36221.42,1.5,1.5,0,5,10.9,21,62,13.47,3.52
11/4/21,51,81.4,73.9,76.8,85.7,77.7,81.6,2021-11-04T06:31,2021-11-04T17:37,39952.16,14597.4,0.1,0.1,0,1,9.3,15.9,66,9.88,2.48
11/5/21,65,77.9,71.8,74.5,86.5,75,80.3,2021-11-05T06:32,2021-11-05T17:36,39877.82,12329.17,32.3,32.3,0,16,10.8,19.2,180,7.11,1.55
11/6/21,51,75.4,64,71.7,79.5,62.7,72.9,2021-11-06T06:32,2021-11-06T17:36,39803.91,28882.94,0.1,0.1,0,1,16,28.9,275,13.73,2.74
11/7/21,0,73.8,56.3,64.7,73.4,52.3,62.7,2021-11-07T06:33,2021-11-07T17:35,39730.52,36210.47,0,0,0,0,14,25.5,311,18.45,3.31
11/8/21,3,75.8,59.6,66.8,76.5,56.8,65.3,2021-11-08T06:34,2021-11-08T17:35,39657.71,36000,0,0,0,0,12.4,22.8,337,17.85,3.68
11/9/21,3,78.6,61.3,70.4,77.8,59.3,69.8,2021-11-09T06:34,2021-11-09T17:34,39585.59,36000,0,0,0,0,13.5,24.6,18,15.27,3.67
11/10/21,51,80.1,67.2,74.8,83.6,70.6,78.1,2021-11-10T06:35,2021-11-10T17:34,39514.22,36000,2.1,2.1,0,11,10.6,19.5,71,16.74,3.51
11/11/21,51,80.8,72.9,77,84.8,75.1,81.1,2021-11-11T06:36,2021-11-11T17:33,39443.68,30861.98,0.6,0.6,0,6,15.4,25.9,129,12.38,3.04
11/12/21,61,77.7,70.6,74.3,86.2,76.5,80.7,2021-11-12T06:36,2021-11-12T17:33,39374.07,10800,10.1,10.1,0,14,10.7,17.7,69,8.5,1.71
11/13/21,51,82.8,70.3,75.7,89.9,75.8,82.3,2021-11-13T06:37,2021-11-13T17:32,39305.48,33203.78,0.7,0.7,0,2,8.2,13.2,281,14.79,2.97
11/14/21,3,77.3,64.9,70.9,80.1,64.7,72.7,2021-11-14T06:38,2021-11-14T17:32,39237.98,33379.56,0,0,0,0,9,15.9,335,14.99,3.06
11/15/21,3,75.6,59.5,67.8,75.6,56.1,66.8,2021-11-15T06:39,2021-11-15T17:31,39171.67,30653.46,0,0,0,0,13.3,23,3,15.03,3.2
11/16/21,3,77.7,68.5,73.9,77.4,69.9,73.7,2021-11-16T06:39,2021-11-16T17:31,39106.64,35783.8,0,0,0,0,15,25.9,54,15.39,3.96
11/17/21,61,80.5,75,77.2,80.5,74.1,77.5,2021-11-17T06:40,2021-11-17T17:31,39042.97,23328.52,1.9,1.9,0,3,15.9,28.2,81,9.7,3.67
11/18/21,63,79.9,71.6,76.1,83.4,76.1,79.6,2021-11-18T06:41,2021-11-18T17:30,38980.77,10031.62,20.2,20.2,0,16,14.6,23.9,75,6.96,2.27
11/19/21,65,78.9,69.7,74.2,85.6,75,78.8,2021-11-19T06:41,2021-11-19T17:30,38920.12,30744.29,24.2,24.2,0,13,13.3,22.8,34,10.36,2.21
11/20/21,63,77.8,73.8,75,79.6,75.3,77.3,2021-11-20T06:42,2021-11-20T17:30,38861.12,14892.58,12.9,12.9,0,23,16.6,27.5,51,7.44,2.08
11/21/21,55,78.6,69.7,74.6,82.9,72.4,78.6,2021-11-21T06:43,2021-11-21T17:30,38803.87,29426.19,3.6,3.6,0,14,14.9,26.8,59,10.95,2.32
11/22/21,61,81.4,67.4,72.4,87.7,69.8,76.8,2021-11-22T06:44,2021-11-22T17:29,38748.45,33556.09,1.6,1.6,0,2,14.6,24.2,316,13.05,2.53
11/23/21,1,70.2,60,65.3,68.1,54.4,61.7,2021-11-23T06:44,2021-11-23T17:29,38694.98,35462.26,0,0,0,0,16,28.2,342,17.13,3.6
11/24/21,3,73.5,58.4,67.1,69.9,53.3,64.4,2021-11-24T06:45,2021-11-24T17:29,38643.31,24761.3,0,0,0,0,15.1,26.8,25,12.07,3.25
11/25/21,51,76,67.3,71.4,74.9,67.9,71.4,2021-11-25T06:46,2021-11-25T17:29,38592.9,35371.87,0.7,0.7,0,5,12.6,23,65,11.82,2.99
11/26/21,3,78.2,62,69.4,79.6,62.8,70.8,2021-11-26T06:46,2021-11-26T17:29,38543.77,35326.05,0,0,0,0,8.7,16.6,321,15.29,2.99
11/27/21,3,76.3,61.9,67.8,78.9,61.3,68.8,2021-11-27T06:47,2021-11-27T17:29,38495.97,35279.92,0,0,0,0,8.1,16.1,334,15.74,2.96
11/28/21,3,74.9,58.1,66.5,79.2,58.2,67.7,2021-11-28T06:48,2021-11-28T17:29,38449.57,35233.59,0,0,0,0,6.9,12.8,339,15.71,2.86
11/29/21,3,73.4,60.4,65.4,72.5,53.9,62.3,2021-11-29T06:49,2021-11-29T17:29,38404.64,31452.09,0,0,0,0,12.7,23.3,339,14.63,3.62
11/30/21,2,75.4,58,66.6,77.9,55.5,66.3,2021-11-30T06:49,2021-11-30T17:29,38361.23,35140.71,0,0,0,0,8.7,15,0,15.32,3.06
12/1/21,2,76.7,65,71,78.6,66,72.4,2021-12-01T06:50,2021-12-01T17:29,38319.41,35098.64,0,0,0,0,7.1,15.4,62,15.69,3.21
12/2/21,3,80.2,61.2,69.7,80,61.8,70.4,2021-12-02T06:51,2021-12-02T17:29,38279.25,35048.28,0,0,0,0,9.7,17,348,15.69,3.32
12/3/21,3,77.1,60.5,69,78.3,59.6,69.3,2021-12-03T06:52,2021-12-03T17:29,38240.8,35002.49,0,0,0,0,8.2,16.1,17,16.02,3.25
12/4/21,3,78.8,62,70.7,79.6,63.4,72.3,2021-12-04T06:52,2021-12-04T17:29,38204.14,34961.03,0,0,0,0,8.6,17.4,64,13.15,2.82
12/5/21,3,81.7,69.7,75.5,84.9,73,79.2,2021-12-05T06:53,2021-12-05T17:29,38169.32,34912.31,0,0,0,0,8.5,17.2,108,14.57,3.18
12/6/21,53,81,69,75.3,85.9,74.5,80.6,2021-12-06T06:54,2021-12-06T17:29,38136.41,34868.13,1.9,1.9,0,8,10.6,20.8,164,12.51,2.49
12/7/21,3,80.7,66,72.7,87,70.1,77.7,2021-12-07T06:54,2021-12-07T17:30,38105.47,32402.91,0,0,0,0,6.1,13.4,27,14.8,2.83
12/8/21,3,81.1,68.1,74.6,85.9,71,79.2,2021-12-08T06:55,2021-12-08T17:30,38076.57,34782.12,0,0,0,0,11.9,20.4,169,14.84,2.96
12/9/21,3,81.5,69.9,75.3,87.8,75.9,81.9,2021-12-09T06:56,2021-12-09T17:30,38049.77,32400,0,0,0,0,6.3,14.3,98,14.29,2.77
12/10/21,51,80.8,70.3,75.6,85,76.4,80.9,2021-12-10T06:56,2021-12-10T17:30,38025.14,34172.95,0.6,0.6,0,5,10.8,21,85,14.14,2.9
12/11/21,51,81.5,73.9,77.3,84.6,78.5,81.5,2021-12-11T06:57,2021-12-11T17:30,38002.73,34660.74,0.4,0.4,0,4,11.6,22.6,118,14.62,3.27
12/12/21,55,81.7,72.1,76.3,86.7,77.1,81.5,2021-12-12T06:58,2021-12-12T17:31,37982.62,27983.21,1.8,1.8,0,5,9.5,17.7,73,12.25,2.71
12/13/21,51,81.8,74.8,77.5,83.4,77.1,79.9,2021-12-13T06:58,2021-12-13T17:31,37964.86,34585.77,0.4,0.4,0,4,12.8,24.2,64,14.5,3.75
12/14/21,51,81.7,71.7,76.5,82.4,73.2,78.4,2021-12-14T06:59,2021-12-14T17:31,37949.43,34550.36,0.3,0.3,0,2,13.5,23.9,59,12.96,3.48
12/15/21,61,79.1,70.3,74.7,81.1,70.5,76.7,2021-12-15T06:59,2021-12-15T17:32,37936.12,34515.4,4.4,4.4,0,19,16.4,29.3,79,12.88,3.05
12/16/21,51,80.1,73.8,76.8,80.6,75.3,78,2021-12-16T07:00,2021-12-16T17:32,37924.91,34480.86,0.7,0.7,0,6,16.3,28.6,96,14.18,3.81
12/17/21,51,80.9,74.1,77,82.5,75.5,79,2021-12-17T07:01,2021-12-17T17:32,37915.82,34446.84,0.1,0.1,0,1,13.9,25.3,95,14.38,3.72
12/18/21,63,80.2,70.8,76.2,82.6,73.2,79.5,2021-12-18T07:01,2021-12-18T17:33,37908.83,33078.02,7.1,7.1,0,10,14.3,27.5,124,11.82,2.76
12/19/21,63,78.9,70.6,74.8,83.6,74.3,79.7,2021-12-19T07:02,2021-12-19T17:33,37903.94,33977.64,9.9,9.9,0,12,13.3,25.5,181,12.76,2.37
12/20/21,53,78.5,68.5,73.5,84.3,74.1,79,2021-12-20T07:02,2021-12-20T17:34,37901.14,33588.2,1.1,1.1,0,3,8.1,16.1,28,12.46,2.3
12/21/21,55,76.6,70.2,73.5,79.8,70.7,75.9,2021-12-21T07:03,2021-12-21T17:34,37900.45,4806.84,3.4,3.4,0,7,18.7,33.3,221,5.5,1.57
12/22/21,51,71.6,59.4,65.8,71.4,56.8,64.3,2021-12-22T07:03,2021-12-22T17:35,37901.85,34319.95,0.1,0.1,0,1,12.6,23,317,13.06,2.61
12/23/21,1,71.9,53.3,62.2,69.5,48.7,58.9,2021-12-23T07:04,2021-12-23T17:35,37905.32,34470.43,0,0,0,0,10.6,16.8,344,15.59,3.24
12/24/21,51,76.6,58.2,67.6,76.2,55.1,67.2,2021-12-24T07:04,2021-12-24T17:36,37910.88,34447.38,0.2,0.2,0,2,9.2,17.7,20,13.6,2.96
12/25/21,3,78.5,65.9,72.6,80.6,66.5,74.5,2021-12-25T07:05,2021-12-25T17:37,37918.51,34328.01,0,0,0,0,8.2,17,113,13.74,3
12/26/21,51,78.7,63.9,71.7,83.9,66.6,75.9,2021-12-26T07:05,2021-12-26T17:37,37928.19,33528.48,0.3,0.3,0,3,6.7,12.3,165,13.18,2.52
12/27/21,3,80.6,63.7,71.8,84.6,65.7,75.2,2021-12-27T07:05,2021-12-27T17:38,37939.93,33734.3,0,0,0,0,9.1,17.7,225,14.8,2.9
12/28/21,51,79,68.4,73.6,80.1,73.5,76.4,2021-12-28T07:06,2021-12-28T17:38,37953.72,32714.68,0.5,0.5,0,5,10,19.7,143,13.8,3.06
12/29/21,51,79.6,72.9,75.7,81.4,74.5,78.5,2021-12-29T07:06,2021-12-29T17:39,37969.54,34401.04,0.7,0.7,0,3,10.8,21,165,13.11,3.13
12/30/21,51,81.7,73.1,76.6,85.2,77.8,81.5,2021-12-30T07:06,2021-12-30T17:40,37987.38,34407.5,0.7,0.7,0,4,10.9,21.5,169,14.26,2.99
12/31/21,53,81.3,67.7,74.8,85,73,80,2021-12-31T07:07,2021-12-31T17:40,38007.23,33666.87,1.2,1.2,0,7,7.9,15.7,126,13.64,2.82
1/1/22,53,80.6,73.1,76.4,81.6,77.1,79.1,2022-01-01T07:07,2022-01-01T17:41,38029.08,34382.48,1.1,1.1,0,4,14.7,26.6,157,12.99,3.2
1/2/22,2,81.9,73.7,77.5,82.2,76,79.3,2022-01-02T07:07,2022-01-02T17:42,38052.92,34138.06,0,0,0,0,16.1,29.5,180,14.41,3.88
1/3/22,53,81.9,65.7,74.4,84.2,61.5,76.2,2022-01-03T07:08,2022-01-03T17:42,38078.83,28722.31,1.5,1.5,0,4,12.3,22.6,264,11.17,3.01
1/4/22,3,76.8,63,71.2,75,58.5,70.1,2022-01-04T07:08,2022-01-04T17:43,38107.09,32286.34,0,0,0,0,12.1,22.8,39,11.25,3.32
1/5/22,53,78.7,67.8,73.5,83.1,71.2,76.8,2022-01-05T07:08,2022-01-05T17:44,38137.64,33467.45,2.4,2.4,0,8,8.9,18.8,168,13.55,2.82
